id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,total_of_bookings,last_review,booking_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,year,month,dayname,estimated_revenue,initial_revenue,recommended_minimum_nights,recommended_price_per_night,recommended_revenue_min_nights,extended_stay_price,recommended_revenue_extended_stay,last_minute_discount,recommended_revenue_last_minute,total_recommended_revenue
952677,Standard Room Decor do Hostel,5171292,Somsak,Khlong San,13.7204,100.50757,Private room,700,2,4,2019-12-27,0.03,10,87,0,2019,12,Friday,42.0,42.0,2,770.0000000000001,46.2,5890.500000000001,44.17875000000001,669.9000000000001,4.019400000000001,94.39815000000002
55686,Comfy bedroom near River pier & BTS  Taksin.,263049,Tor,Sathon,13.71802,100.51539,Hotel room,1862,2,208,2019-12-02,1.44,7,361,0,2019,12,Monday,5362.5599999999995,5362.5599999999995,2,2048.2000000000003,5898.816000000001,15668.730000000001,5640.7428,1781.9340000000002,513.196992,12052.755792
965722,Siamese Gioia on Sukhumvit 31,5265861,Chuchart,Vadhana,13.74444,100.57003,Private room,3775,30,3,2018-12-24,0.05,1,364,0,2018,12,Monday,5662.5,5662.5,2,4341.25,434.125,33210.5625,415.13203125,3776.8875,37.76887500000001,887.0259062499999
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,2019-12-31,0.64,3,350,0,2019,12,Tuesday,1329.92,1329.92,2,2285.8,2925.824,17486.37,2797.8192,1988.6460000000002,254.54668800000002,5978.189888000001
159854,Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7,766443,Gerd,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,2022-12-08,1.58,3,207,7,2022,12,Thursday,7863.660000000001,7863.660000000001,2,1907.85,6028.806,14595.052499999998,5765.0457375,1659.8294999999998,524.506122,12318.3578595
978531,Urban Oasis in the heart of Bangkok,5309669,Apiradee,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,2018-12-18,0.03,3,174,0,2018,12,Tuesday,325.74,325.74,2,5971.900000000001,358.314,45685.035,342.6377625,5195.553000000001,31.173318000000005,732.1250805000001
1842066,ICONSIAM River view  on 49th floor,9626074,Weera,Bang Rak,13.72287,100.51678,Private room,2500,180,15,2015-12-08,0.14,1,88,0,2015,12,Tuesday,63000.00000000001,63000.00000000001,2,2750.0,770.0000000000001,21037.5,736.3125000000001,2392.5,66.99000000000001,1573.3025000000002
1849029,Self catering cozy1-bed near BTS,9652914,Jirasak,Vadhana,13.7137,100.59637,Entire home/apt,1300,30,7,2018-12-18,0.06,1,365,0,2018,12,Tuesday,2340.0,2340.0,2,1494.9999999999998,179.39999999999998,11436.749999999998,171.55124999999995,1300.6499999999999,15.6078,366.55904999999996
1862089,❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀,1927968,Evan,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,2022-12-07,3.77,37,355,1,2022,12,Wednesday,4524.0,4524.0,2,1320.0,9952.8,10098.0,9517.365,1148.4,865.8936000000001,20336.0586
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,2022-12-15,0.8,3,339,10,2022,12,Thursday,1436.0,1436.0,2,1974.5000000000002,3159.2000000000007,15104.925000000003,3020.9850000000006,1717.8150000000003,274.8504000000001,6455.035400000002
1862331,☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪,8214044,Evan From Sanctuary House,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,2022-12-15,2.59,8,350,7,2022,12,Thursday,3755.5,3755.5,2,1595.0000000000002,8262.1,12201.750000000002,7900.633125,1387.65,718.8027000000001,16881.535825
1862377,☞Downtown Central Studio-Bangkok MRT,8214044,Evan From Sanctuary House,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,2022-12-11,3.0,8,331,9,2022,12,Sunday,3600.0,3600.0,2,1320.0,7920.0,10098.0,7573.5,1148.4,689.0400000000002,16182.54
1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,2022-12-15,4.02,7,320,29,2022,12,Thursday,6962.639999999999,6962.639999999999,2,952.6,7658.9039999999995,7287.389999999999,7323.826949999999,828.7620000000001,666.324648,15649.055597999997
1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,2022-12-18,0.27,6,59,4,2022,12,Sunday,480.6,480.6,2,979.0000000000001,528.6600000000001,7489.350000000001,505.53112500000015,851.7300000000001,45.993420000000015,1080.1845450000003
1057173,"IdeoMix, Sukhumvit RD, close to BTS",5822937,Piya,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,2022-12-05,1.54,1,219,5,2022,12,Monday,19878.32,19878.32,2,1014.2,3123.7360000000003,7758.630000000001,2987.0725500000003,882.354,271.7650320000001,6382.573582000001
1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,Sathon,13.71498,100.53312,Private room,1543,1,40,2022-12-09,0.46,4,149,10,2022,12,Friday,709.7800000000001,709.7800000000001,2,1697.3000000000002,1561.5160000000003,12984.345000000001,1493.1996750000003,1476.651,135.85189200000002,3190.5675670000005
1943048,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",9906827,Nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,2022-12-06,2.72,1,129,19,2022,12,Tuesday,3457.1200000000003,3457.1200000000003,2,1398.1000000000001,7605.664000000002,10695.465,7272.916200000001,1216.3470000000002,661.6927680000001,15540.272968000003
1961981,S1 hostel (Dorm) Sathorn Bangkok,10138065,S1,Sathon,13.72157,100.54509,Shared room,330,1,82,2019-12-09,0.83,3,358,0,2019,12,Monday,273.9,273.9,2,363.00000000000006,602.58,2776.9500000000003,576.217125,315.81000000000006,52.42446000000001,1231.221585
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,2022-12-14,1.0,41,365,5,2022,12,Wednesday,790.0,790.0,2,869.0000000000001,1738.0000000000002,6647.85,1661.9625,756.0300000000001,151.20600000000002,3551.1685000000007
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,2022-12-12,0.4,41,359,3,2022,12,Monday,288.0,288.0,2,792.0000000000001,633.6000000000001,6058.8,605.88,689.0400000000001,55.12320000000002,1294.6032
1982413,Hip Studio ♥ Of BKK+River+BTS+WIFI,3346331,Bee,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,2022-12-15,3.67,7,304,19,2022,12,Thursday,5952.74,5952.74,2,892.1,6548.014,6824.5650000000005,6261.538387500001,776.1270000000001,569.677218,13379.2296055
1986193,Condo QUATTRO @Thonglor Near BTS,10246374,Arika,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,2022-12-16,0.05,3,62,1,2022,12,Friday,700.0,700.0,2,2300.0,230.0,17595.0,219.9375,2001.0,20.010000000000005,469.9475
1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,2022-12-18,1.15,4,342,56,2022,12,Sunday,8869.949999999999,8869.949999999999,2,2828.1000000000004,6504.63,21634.965,6220.0524374999995,2460.447,565.9028099999999,13290.5852475
1208204,Deluxe Condo at perfect location 2-0,766443,Gerd,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,2022-12-14,1.83,3,130,20,2022,12,Wednesday,8152.650000000001,8152.650000000001,2,1707.7499999999998,6250.365,13064.287499999999,5976.91153125,1485.7424999999998,543.781755,12771.05828625
2068795,Wow! Entire 3 story house in Bangkok,9390848,VeeZa,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2022-12-20,2.97,1,154,2,2022,12,Tuesday,8357.58,8357.58,2,3095.4,18386.676000000003,23679.81,17582.258925000002,2692.998,1599.6408120000003,37568.57573700001
581755,Brand New room near Airport Railway,2864425,Urcha,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,2013-12-03,0.01,1,364,0,2013,12,Tuesday,65.8,65.8,2,1447.6000000000001,28.952,11074.140000000001,27.685350000000003,1259.412,2.518824,59.15617400000001
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,2022-12-08,3.39,37,344,10,2022,12,Thursday,2542.5,2542.5,2,825.0000000000001,5593.500000000001,6311.250000000001,5348.784375000001,717.7500000000001,486.6345000000001,11428.918875000003
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,2022-12-13,1.84,37,349,4,2022,12,Tuesday,1275.1200000000001,1275.1200000000001,2,762.3000000000001,2805.2640000000006,5831.595,2682.5337000000004,663.201,244.05796800000005,5731.855668000001
1227663,Hip Luxury Apt in Best Location,5469059,Andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,2022-12-04,1.03,1,54,1,2022,12,Sunday,38278.92,38278.920000000006,2,3406.7000000000003,7017.802000000001,26061.255,6710.773162500001,2963.829,610.5487740000001,14339.123936500002
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,Sathon,13.72075,100.53993,Entire home/apt,1558,21,2,2018-12-05,0.04,2,364,0,2018,12,Wednesday,1308.72,1308.72,2,1713.8000000000002,137.104,13110.57,131.1057,1491.006,11.928048,280.137748
1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,2022-12-14,1.79,41,355,6,2022,12,Wednesday,1258.3700000000001,1258.3700000000001,2,773.3000000000001,2768.414,5915.745000000001,2647.2958875000004,672.7710000000001,240.85201800000004,5656.561905500001
2130543,Bangkok Riverside near Asiatique,8954433,Benz,Bang Kho laen,13.7016,100.50262,Entire home/apt,4800,2,18,2016-12-24,0.2,2,357,0,2016,12,Saturday,1920.0,1920.0,2,5280.0,2112.0,40392.0,2019.6000000000001,4593.6,183.74400000000006,4315.344
2135883,Elegant 2-Brm Condo in Heart of Bangkok,10899693,Gerald,Bang Rak,13.72543,100.53838,Entire home/apt,5195,3,95,2022-12-13,0.92,1,236,14,2022,12,Tuesday,14338.2,14338.2,2,5714.500000000001,10514.680000000002,43715.925,10054.662750000001,4971.615000000001,914.7771600000002,21484.119910000005
811670,Lovely quaint Bangkok home,4268095,Ann,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,26,2022-12-11,0.22,1,336,2,2022,12,Sunday,880.0,880.0,2,2200.0,968.0,16830.0,925.65,1914.0,84.21600000000001,1977.866
1341890,"MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!",7278395,Niramol,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,53,2022-12-06,0.46,8,127,7,2022,12,Tuesday,2859.36,2859.36,2,976.8000000000001,898.6560000000001,7472.52,859.3398000000001,849.816,78.18307200000001,1836.1788720000002
822214,Jade House overlooking Pool near new skytrain,822284,Rae And Charlie,Bang Sue,13.83148,100.52307,Entire home/apt,1200,3,21,2022-12-22,0.18,7,124,1,2022,12,Thursday,648.0,648.0,2,1320.0,475.2,10098.0,454.40999999999997,1148.4,41.3424,970.9523999999999
2162578,"3min to BTS, Late Checkout, WiFi, Pool, Cable, BNH",1140715,Chonnikan,Bang Rak,13.72425,100.53087,Entire home/apt,2147,5,101,2022-12-14,0.95,2,221,10,2022,12,Wednesday,10198.25,10198.25,2,2361.7000000000003,4487.2300000000005,18067.005,4290.9136875,2054.679,390.38901000000004,9168.5326975
852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,Sathon,13.71972,100.54924,Entire home/apt,1693,30,25,2022-12-03,0.21,2,176,4,2022,12,Saturday,10665.9,10665.9,2,1862.3000000000002,782.166,14246.595,747.9462374999999,1620.2010000000002,68.04844200000001,1598.1606795
1353517,95 sqm. 2 br. 1-5 people. Next to thonglor bts,7327298,Notee,Khlong Toei,13.72393,100.57647,Entire home/apt,3300,5,26,2022-12-18,0.3,3,13,9,2022,12,Sunday,4950.0,4950.0,2,3794.9999999999995,2276.9999999999995,29031.749999999993,2177.3812499999995,3301.6499999999996,198.09899999999996,4652.480249999999
858311,"River view penthouse 30 Fl, 5 Pers,  taxi included",4491588,Donald,Khlong San,13.72135,100.508,Entire home/apt,7929,2,256,2022-12-15,2.13,1,267,43,2022,12,Thursday,33777.54,33777.54,2,8721.900000000001,37155.294,66722.535,35529.7498875,7588.053000000001,3232.5105780000004,75917.55446550001
858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,Sathon,13.72065,100.54713,Entire home/apt,850,1,278,2022-12-12,2.31,37,293,10,2022,12,Monday,1963.5,1963.5,2,935.0000000000001,4319.700000000001,7152.750000000001,4130.713125,813.45,375.81390000000005,8826.227025
861105,Home Sweet Home For Your Family near new skytrain,822284,Rae And Charlie,Bang Sue,13.83235,100.5228,Entire home/apt,1500,3,37,2019-12-18,0.31,7,107,0,2019,12,Wednesday,1395.0,1395.0,2,1650.0000000000002,1023.0000000000001,12622.500000000002,978.2437500000001,1435.5000000000002,89.00100000000002,2090.2447500000003
2262721,"2BR-Airy,Cosy in Thai Neighbourhood",11554321,Artra,Din Daeng,13.78588,100.56957,Entire home/apt,1504,2,167,2022-12-04,1.54,1,360,5,2022,12,Sunday,4632.32,4632.32,2,1654.4,5095.552000000001,12656.16,4872.6216,1439.328,443.31302400000004,10411.486624000001
2279684,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,11495081,Pemigar,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,2022-12-21,1.2,5,57,3,2022,12,Wednesday,3632.4,3632.3999999999996,2,1109.9,2663.76,8490.735,2547.2205,965.613,231.74712,5442.72762
888304,Cozy Apt @ Ratchayothin BTS Great Facility,2592798,Nokina,Chatu Chak,13.83028,100.57065,Entire home/apt,866,4,9,2021-12-14,0.08,2,0,0,2021,12,Tuesday,277.12,277.12,2,952.6,152.416,7287.389999999999,145.74779999999998,828.7620000000001,13.260192000000002,311.423992
1419797,2-room apartment@heart of BKK,7644106,Jirapha,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,2022-12-15,0.81,1,70,8,2022,12,Thursday,12757.5,12757.500000000002,2,2475.0,4009.5000000000005,18933.75,3834.0843750000004,2153.25,348.82650000000007,8192.410875
2297767,Comfortable studio room on Ratchada,10656945,Pantanida,Huai Khwang,13.79216,100.57502,Entire home/apt,540,28,25,2022-12-02,0.32,1,10,3,2022,12,Friday,4838.400000000001,4838.400000000001,2,594.0,380.16,4544.099999999999,363.52799999999996,516.78,33.07392,776.76192
2300491,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,8444643,Kiattisak,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,2022-12-11,0.96,53,336,13,2022,12,Sunday,4795.2,4795.2,2,1098.9,2109.888,8406.585000000001,2017.5804,956.0430000000001,183.56025600000004,4311.0286559999995
920116,1Br 5mins walk to Airport Link Hua Mak sky train,4836941,GrongGaew,Suanluang,13.73786,100.64065,Entire home/apt,1351,30,11,2017-12-30,0.14,4,89,0,2017,12,Saturday,5674.200000000001,5674.200000000001,2,1486.1000000000001,416.10800000000006,11368.665,397.90327500000006,1292.9070000000002,36.20139600000001,850.2126710000001
2360167,"Large 2 bedrooms apartment, Silom",12052974,Nisith,Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,2022-12-01,0.25,1,338,7,2022,12,Thursday,2750.0,2750.0,2,6050.000000000001,3025.0000000000005,46282.50000000001,2892.6562500000005,5263.500000000001,263.17500000000007,6180.831250000001
1457235,City view Studio surrounding by street food,5793490,Nicky,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,2022-12-23,0.07,6,86,1,2022,12,Friday,133.0,133.0,2,1045.0,146.3,7994.25,139.89937500000002,909.15,12.728100000000001,298.927475
1463101,"Comfortable serviced 1BR, BTS, POOL",7840606,Naphaporn,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,2022-12-03,0.1,1,360,1,2022,12,Saturday,200.0,200.0,2,2200.0,440.0,16830.0,420.75,1914.0,38.28000000000001,899.03
2542746,Spacious 1BR with Spectacular View,13020066,Ome,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,2022-12-14,1.98,3,294,18,2022,12,Wednesday,12610.619999999999,12610.619999999999,2,2441.45,9668.142,18677.0925,9245.160787499999,2124.0615,841.128354,19754.431141499997
2401250,45 sq.m. room w/Kitchen 1 step from BTS,12271824,Kiat,Phra Khanong,13.69011,100.60844,Entire home/apt,2275,7,12,2016-12-10,0.11,1,98,0,2016,12,Saturday,1751.75,1751.75,2,2502.5,550.55,19144.125,526.4634375,2177.175,47.897850000000005,1124.9112875
2401426,✵✵Cool Calm and Quiet Near MRT Silom and Center✵✵,1927968,Evan,Sathon,13.72065,100.54713,Entire home/apt,736,1,120,2022-12-06,1.12,37,321,1,2022,12,Tuesday,824.32,824.32,2,809.6,1813.5040000000001,6193.4400000000005,1734.1632000000004,704.352,157.77484800000002,3705.442048000001
1522068,100 SQM Spacious 2BR - 450 m from RN03 station,8123510,Tatiya,Chatu Chak,13.84279,100.56287,Entire home/apt,2236,2,215,2022-12-20,1.96,13,325,29,2022,12,Tuesday,8765.119999999999,8765.119999999999,2,2459.6000000000004,9641.632000000001,18815.940000000002,9219.8106,2139.8520000000003,838.8219840000002,19700.264584000004
1526123,Homey Studio Apt in Upscale Area,1774390,Add,Vadhana,13.73767,100.58381,Entire home/apt,1712,2,41,2022-12-01,0.37,1,333,1,2022,12,Thursday,1266.8799999999999,1266.8799999999999,2,1968.8,1456.912,15061.32,1393.1721,1712.856,126.75134399999999,2976.835444
2604242,Modern apartment near airport,9550104,Krittiya,Bang Na,13.66352,100.64885,Entire home/apt,950,3,23,2022-12-14,0.24,13,260,4,2022,12,Wednesday,684.0,684.0,2,1045.0,501.59999999999997,7994.25,479.655,909.15,43.6392,1024.8942
2434974,Luxury Serviced House City Centre - 250 sq meters.,12445454,Panpilas,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,195,2022-12-22,1.82,1,145,4,2022,12,Thursday,22719.06,22719.06,2,4577.1,16660.644,35014.815,15931.740825,3982.077,1449.4760280000003,34041.860853
2657480,The SkyHouse Duplex - Luxury Home,13598910,David,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,16,2022-12-26,0.24,7,230,3,2022,12,Monday,1368.0,1368.0,2,2090.0,1003.1999999999999,15988.5,959.31,1818.3,87.2784,2049.7884
2682899,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,25,2022-12-07,0.24,53,358,2,2022,12,Wednesday,4799.5199999999995,4799.5199999999995,2,11498.849999999999,5519.447999999999,87966.2025,5277.97215,10003.999499999998,480.1919759999999,11277.612125999998
3638924,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,24,2022-12-22,0.24,53,359,2,2022,12,Thursday,4799.5199999999995,4799.5199999999995,2,11498.849999999999,5519.447999999999,87966.2025,5277.97215,10003.999499999998,480.1919759999999,11277.612125999998
3704045,"Kid-friendly, Amazing Views Bangkok",2545448,Achara,Bang Na,13.68401,100.61513,Entire home/apt,1905,2,60,2022-12-20,0.6,1,326,10,2022,12,Tuesday,2286.0,2286.0,2,2095.5,2514.6,16030.574999999999,2404.58625,1823.085,218.7702,5137.95645
2479364,NJ cozy room - Airport link Ram,12679348,Kanokon,Suanluang,13.7447,100.60093,Private room,1801,30,3,2017-12-29,0.03,2,312,0,2017,12,Friday,1620.8999999999999,1620.9,2,1981.1000000000001,118.866,15155.415,113.66561250000001,1723.557,10.341342000000001,242.8729545
2716261,"10minBTS & Pier, BKK heart+Pool+Gym+Sauna+FastWifi",13899655,Sujira,Sathon,13.71261,100.51296,Entire home/apt,800,1,251,2022-12-12,2.39,25,257,30,2022,12,Monday,1912.0,1912.0,2,880.0000000000001,4206.400000000001,6732.000000000001,4022.370000000001,765.6000000000001,365.9568000000001,8594.7268
2726713,Cozy 1 BD apt in Sukhumvit Soi 11,8688342,Andrea,Vadhana,13.74322,100.5564,Entire home/apt,1212,24,61,2022-12-03,0.63,1,12,7,2022,12,Saturday,18325.44,18325.440000000002,2,1393.8,1756.1879999999999,10662.569999999998,1679.3547749999998,1212.606,152.788356,3588.331131
4327609,NEW 2 bedrm condo/next to BTS OnNut,22471584,Attapol,Vadhana,13.708,100.60072,Private room,1500,31,25,2022-12-16,0.25,1,332,2,2022,12,Friday,11625.0,11625.0,2,1724.9999999999998,862.4999999999999,13196.249999999998,824.7656249999999,1500.7499999999998,75.0375,1762.3031249999997
4379681,"✯Cool, colorful and Private near MRT Central BKK✯",1927968,Evan,Sathon,13.72066,100.54713,Entire home/apt,650,1,106,2022-12-07,1.07,37,315,1,2022,12,Wednesday,695.5,695.5,2,715.0000000000001,1530.1000000000004,5469.750000000001,1463.1581250000004,622.0500000000001,133.11870000000002,3126.3768250000007
3732371,City Centre Home,15403102,Pratida,Parthum Wan,13.7467,100.54295,Entire home/apt,8800,180,2,2016-12-28,0.03,1,362,0,2016,12,Wednesday,47520.0,47520.0,2,9680.0,580.8,74052.0,555.39,8421.6,50.5296,1186.7196000000001
2778907,LOFT 2 BR Silom- 5 min BTS S Taksin,2129668,Wimonpak,Sathon,13.71759,100.51373,Entire home/apt,1700,1,218,2022-12-02,2.07,41,333,11,2022,12,Friday,3518.9999999999995,3518.9999999999995,2,1870.0000000000002,7741.8,14305.500000000002,7403.0962500000005,1626.9,673.5366,15818.432850000001
3747051,68sqm Cozy city view 1BR 2mins walk BTS Chidlom,15270186,Gee,Parthum Wan,13.74373,100.54257,Entire home/apt,3343,1,25,2022-12-03,0.25,8,334,15,2022,12,Saturday,835.75,835.75,2,3677.3,1838.65,28131.345,1758.2090625,3199.251,159.96255000000002,3756.8216125000004
2870408,"1BR, 2F, Sukhumvit soi31",14672170,Hattori,Vadhana,13.7427,100.57013,Entire home/apt,1100,14,41,2022-12-21,0.44,1,124,10,2022,12,Wednesday,6776.0,6776.0,2,1265.0,1113.2,9677.25,1064.4975,1100.55,96.84840000000001,2274.5459
3768870,Arty decor Apartment near old town,292635,Sukanya,Dusit,13.76007,100.51349,Entire home/apt,1200,14,57,2022-12-10,0.58,2,185,3,2022,12,Saturday,9744.0,9744.0,2,1320.0,1531.1999999999998,10098.0,1464.2099999999998,1148.4,133.2144,3128.6243999999997
3794264,Sitara Place Serviced Apartment and Hotel,19484732,Sitara,Din Daeng,13.764796257019045,100.56478118896484,Entire home/apt,990,1,302,2022-12-28,3.38,1,360,277,2022,12,Wednesday,3346.2,3346.2,2,1089.0,7361.639999999999,8330.85,7039.56825,947.43,640.46268,15041.67093
2960283,"Triple room,Near Grand Palace",14391623,Sasi,Phra Nakhon,13.7477,100.49783,Hotel room,3910,1,10,2022-12-07,0.1,24,347,2,2022,12,Wednesday,391.0,391.0,2,4301.0,860.2,32902.65,822.5662500000001,3741.87,74.83740000000002,1757.6036500000002
3851325,"Cozy, Free Wi-Fi&CableTV near MRT!",19268418,Chalinee,Din Daeng,13.79031,100.57423,Entire home/apt,1200,3,24,2015-12-17,0.24,1,360,0,2015,12,Thursday,864.0,864.0,2,1320.0,633.6,10098.0,605.88,1148.4,55.123200000000004,1294.6032
3203538,150m to MRT LatPhrao • City View • Rooftop Pool,8123510,Tatiya,Chatu Chak,13.80786,100.57013,Entire home/apt,1860,3,332,2022-12-21,3.28,13,307,26,2022,12,Wednesday,18302.399999999998,18302.399999999998,2,2046.0000000000002,13421.76,15651.900000000003,12834.558000000003,1780.0200000000002,1167.6931200000001,27424.011120000003
3927786,"Studio near BTS Udomsuk, NoWIFI, need covidATKtest",15450556,Cindy,Bang Na,13.67896,100.61232,Entire home/apt,400,2,66,2022-12-14,0.67,18,81,2,2022,12,Wednesday,536.0,536.0,2,440.00000000000006,589.6000000000001,3366.0000000000005,563.8050000000001,382.80000000000007,51.295200000000015,1204.7002000000002
3963355,"NEW 1 bedrm condo, steps to Ari BTS",20541555,Abe,Phaya Thai,13.78001,100.54283,Entire home/apt,1200,180,69,2019-12-29,0.71,1,268,0,2019,12,Sunday,153360.0,153360.0,2,1320.0,1874.3999999999999,10098.0,1792.395,1148.4,163.0728,3829.8678
4051601,"Chic studio, 5 mins to BTS Udomsuk",15450556,Cindy,Bang Na,13.68102,100.61227,Entire home/apt,520,7,151,2022-12-14,1.5,18,42,12,2022,12,Wednesday,5460.0,5460.0,2,572.0,1716.0,4375.8,1640.9250000000002,497.64,149.29200000000003,3506.217
4571148,Cozy in the City 2BR at MRT + WiFi,23684887,Fang&Nim,Huai Khwang,13.78242,100.57513,Entire home/apt,1150,28,115,2022-12-10,1.18,1,315,4,2022,12,Saturday,37996.0,37996.0,2,1265.0,2985.3999999999996,9677.25,2854.7887499999997,1100.55,259.72979999999995,6099.918549999999
3421487,"Private Room at Ramkhunheang,room#2",5072454,Ko,Saphan Sung,13.77459,100.67264,Entire home/apt,370,1,34,2019-12-09,0.33,2,363,0,2019,12,Monday,122.10000000000001,122.10000000000001,2,407.00000000000006,268.62000000000006,3113.55,256.867875,354.09000000000003,23.369940000000003,548.8578150000001
4636072,30days-28FAmazing cityview airportlink Makksan,18699637,Wilson,Ratchathewi,13.75026,100.55641,Entire home/apt,1629,30,73,2022-12-05,0.96,29,199,5,2022,12,Monday,46915.2,46915.2,2,1791.9,3440.448,13708.035,3289.9284,1558.953,299.318976,7029.695376
3480807,Benviar - Three Bedroom Suite(225 Sqm) @Chitlom,17499526,Benjamin,Parthum Wan,13.74034,100.54555,Entire home/apt,17265,1,344,2022-12-27,3.38,7,351,59,2022,12,Tuesday,58355.7,58355.7,2,18991.5,128382.54,145284.975,122765.803875,16522.605,11169.28098,262317.624855
4641768,"1 BR Apt. btw. Silom,Sathorn",24033547,Thanavadee,Bang Rak,13.72457,100.53187,Entire home/apt,1500,180,2,2014-12-30,0.02,1,365,0,2014,12,Tuesday,5400.0,5400.0,2,1650.0000000000002,66.00000000000001,12622.500000000002,63.11250000000001,1435.5000000000002,5.742000000000001,134.8545
4097834,1 Br. Luxury Sky View MRT Samyan,15218917,Mam,Bang Rak,13.73251,100.52679,Entire home/apt,1200,30,374,2022-12-22,3.76,2,231,19,2022,12,Thursday,135360.0,135360.0,2,1320.0,9926.4,10098.0,9492.119999999999,1148.4,863.5968,20282.116799999996
3549827,"Cozy studio, 5 mins to BTS Udomsuk",15450556,Cindy,Bang Na,13.67907,100.61437,Entire home/apt,520,4,178,2022-12-19,1.75,18,64,3,2022,12,Monday,3640.0,3640.0,2,572.0,2002.0,4375.8,1914.4125000000001,497.64,174.174,4090.5865000000003
4682485,Suneta Hostel Khaosan - Standard 4 Bed Mixed Dorm,15982847,Suneta Hostel Khaosan,Phra Nakhon,13.76011,100.49973,Shared room,599,1,2,2019-12-06,0.03,6,358,0,2019,12,Friday,17.97,17.97,2,658.9000000000001,39.534000000000006,5040.585,37.8043875,573.243,3.4394580000000006,80.77784550000001
4687288,1BR BTS Thonglo Wifi/Gym/Pool View,24234328,Natthapol,Vadhana,13.7322,100.58305,Entire home/apt,1250,7,75,2022-12-15,0.77,4,324,15,2022,12,Thursday,6737.5,6737.5,2,1437.5,2213.75,10996.875,2116.8984375,1250.625,192.59625000000003,4523.2446875
